SAMPLE	POPULATION	REGION	COUNTRY	STUDY
MKT-TBR-007	Makatian	East ISEA	Indonesia	IND
MPI-025	Mappi, Korowai	Papua	Indonesia	IND
MPI-030	Mappi, Korowai	Papua	Indonesia	IND
MPI-065	Mappi, Korowai	Papua	Indonesia	IND
MPI-070	Mappi, Korowai	Papua	Indonesia	IND
MPI-074	Mappi, Korowai	Papua	Indonesia	IND
MPI-296	Mappi, Korowai	Papua	Indonesia	IND
MPI-376	Mappi, Korowai	Papua	Indonesia	IND
MTW007	Mentawai	West ISEA	Indonesia	IND
MTW020	Mentawai	West ISEA	Indonesia	IND
MTW024	Mentawai	West ISEA	Indonesia	IND
MTW030	Mentawai	West ISEA	Indonesia	IND
MTW057	Mentawai	West ISEA	Indonesia	IND
MTW058	Mentawai	West ISEA	Indonesia	IND
MTW062	Mentawai	West ISEA	Indonesia	IND
MTW066	Mentawai	West ISEA	Indonesia	IND
MTW071	Mentawai	West ISEA	Indonesia	IND
MTW078	Mentawai	West ISEA	Indonesia	IND
NG02-F	Papua New Guinea	Papua	Papua New Guinea	IND
NG06	Papua New Guinea	Papua	Papua New Guinea	IND
NG09-F	Papua New Guinea	Papua	Papua New Guinea	IND
NG63-F	Papua New Guinea	Papua	Papua New Guinea	IND
NG65-F	Papua New Guinea	Papua	Papua New Guinea	IND
NG66	Papua New Guinea	Papua	Papua New Guinea	IND
NG88-F	Papua New Guinea	Papua	Papua New Guinea	IND
NIAS01	Hilitobara	West ISEA	Indonesia	IND
NIAS02	Hilitobara	West ISEA	Indonesia	IND
NIAS03	Hilitobara	West ISEA	Indonesia	IND
NIAS04	Hilitobara	West ISEA	Indonesia	IND
NIAS08	Hilitobara	West ISEA	Indonesia	IND
NIAS10	Hilitobara	West ISEA	Indonesia	IND
NIAS12	Hilitobara	West ISEA	Indonesia	IND
NIAS13	Hilitobara	West ISEA	Indonesia	IND
NIAS15	Gomo	West ISEA	Indonesia	IND
NIAS16	Gomo	West ISEA	Indonesia	IND
NIAS17	Gomo	West ISEA	Indonesia	IND
NIAS21	Gomo	West ISEA	Indonesia	IND
NIAS26	Gomo	West ISEA	Indonesia	IND
NIAS33	Gomo	West ISEA	Indonesia	IND
NIAS38	Gomo	West ISEA	Indonesia	IND
RAM003	Rampasasa	East ISEA	Indonesia	IND
RAM005	Rampasasa	East ISEA	Indonesia	IND
RAM008	Rampasasa	East ISEA	Indonesia	IND
RAM022	Rampasasa	East ISEA	Indonesia	IND
RAM024	Rampasasa	East ISEA	Indonesia	IND
RAM025	Rampasasa	East ISEA	Indonesia	IND
RAM027-F	Rampasasa	East ISEA	Indonesia	IND
RAM034-F	Rampasasa	East ISEA	Indonesia	IND
RAM035-F	Rampasasa	East ISEA	Indonesia	IND
RAM036-F	Rampasasa	East ISEA	Indonesia	IND
RAM038	Rampasasa	East ISEA	Indonesia	IND
RAM039-F	Rampasasa	East ISEA	Indonesia	IND
RAM041-F	Rampasasa	East ISEA	Indonesia	IND
RAM043-F	Rampasasa	East ISEA	Indonesia	IND
RAM045-F	Rampasasa	East ISEA	Indonesia	IND
RAM046-F	Rampasasa	East ISEA	Indonesia	IND
RAM067	Rampasasa	East ISEA	Indonesia	IND
RAM087	Rampasasa	East ISEA	Indonesia	IND
RAM105	Rampasasa	East ISEA	Indonesia	IND
SLD-TBR-001	Sangliat-Dol	East ISEA	Indonesia	IND
SLD-TBR-022	Sangliat-Dol	East ISEA	Indonesia	IND
SLW13	Mandar	West ISEA	Indonesia	IND
SLW36	Mandar	West ISEA	Indonesia	IND
SLW40	Mandar	West ISEA	Indonesia	IND
SLW42	Mandar	West ISEA	Indonesia	IND
SLW51	Mandar	West ISEA	Indonesia	IND
SLW54	Mandar	West ISEA	Indonesia	IND
SMT01	Toba	West ISEA	Indonesia	IND
SMT03	Toba	West ISEA	Indonesia	IND
SMT05	Toba	West ISEA	Indonesia	IND
SMT12	Toba	West ISEA	Indonesia	IND
SMT22	Toba	West ISEA	Indonesia	IND
SMT23	Toba	West ISEA	Indonesia	IND
SMT39	Toba	West ISEA	Indonesia	IND
TL003	Ma'anyan	West ISEA	Indonesia	IND
TL004	Ma'anyan	West ISEA	Indonesia	IND
TL032	Ma'anyan	West ISEA	Indonesia	IND
TL038	Ma'anyan	West ISEA	Indonesia	IND
TL097	Ma'anyan	West ISEA	Indonesia	IND
TL113	Ma'anyan	West ISEA	Indonesia	IND
TL119	Ma'anyan	West ISEA	Indonesia	IND
TMB-TBR-027	Tumbur	East ISEA	Indonesia	IND
UV002	Baining	Papua	Papua New Guinea	IND
UV003	Baining	Papua	Papua New Guinea	IND
UV006	Baining	Papua	Papua New Guinea	IND
UV008	Baining	Papua	Papua New Guinea	IND
UV030	Baining	Papua	Papua New Guinea	IND
UV031	Baining	Papua	Papua New Guinea	IND
UV034	Baining	Papua	Papua New Guinea	IND
UV275B	Baining	Papua	Papua New Guinea	IND
UV287B	Baining	Papua	Papua New Guinea	IND
UV291	Baining	Papua	Papua New Guinea	IND
UV293	Baining	Papua	Papua New Guinea	IND
UV321B	Baining	Papua	Papua New Guinea	IND
UV322B	Baining	Papua	Papua New Guinea	IND
UV344B	Baining	Papua	Papua New Guinea	IND
UV350	Baining	Papua	Papua New Guinea	IND
UV355B	Baining	Papua	Papua New Guinea	IND
UV368B	Baining	Papua	Papua New Guinea	IND
WAR-KEI-005	Waur	East ISEA	Indonesia	IND
WAR-KEI-030	Waur	East ISEA	Indonesia	IND
UV043	Baining	Oceania	PapuaNewGuinea	PAP
UV1003	Nakanai Loso	Oceania	PapuaNewGuinea	PAP
UV1042	Mamusi	Oceania	PapuaNewGuinea	PAP
UV1043	Mamusi	Oceania	PapuaNewGuinea	PAP
UV1134	Ata	Oceania	PapuaNewGuinea	PAP
UV1196	Melamala	Oceania	PapuaNewGuinea	PAP
UV1224	Mamusi	Oceania	PapuaNewGuinea	PAP
UV1230	Ata	Oceania	PapuaNewGuinea	PAP
UV1260	Mangseng	Oceania	PapuaNewGuinea	PAP
UV1263	Pasismanua	Oceania	PapuaNewGuinea	PAP
UV1266	Baining	Oceania	PapuaNewGuinea	PAP
UV305	Lavongai	Oceania	PapuaNewGuinea	PAP
UV500	Mussau	Oceania	PapuaNewGuinea	PAP
UV518	Nailik	Oceania	PapuaNewGuinea	PAP
UV573	Nailik	Oceania	PapuaNewGuinea	PAP
UV580	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV886	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV897	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV910	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV919	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV923	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV925	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV927	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV929	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV931	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV940	Nakanai Bileki	Oceania	PapuaNewGuinea	PAP
UV944	Bileki	Oceania	PapuaNewGuinea	PAP
UV946	Bileki	Oceania	PapuaNewGuinea	PAP
UV952	Bileki	Oceania	PapuaNewGuinea	PAP
UV956	Bileki	Oceania	PapuaNewGuinea	PAP
UV958	Bileki	Oceania	PapuaNewGuinea	PAP
UV964	Bileki	Oceania	PapuaNewGuinea	PAP
UV971	Bileki	Oceania	PapuaNewGuinea	PAP
UV979	Bileki	Oceania	PapuaNewGuinea	PAP
UV986	Bileki	Oceania	PapuaNewGuinea	PAP
B_Dinka-3	Dinka	Africa	Sudan	SGDP
B_Ju_hoan_North-4	Ju_hoan_North	Africa	Namibia	SGDP
B_Mandenka-3	Mandenka	Africa	Senegal	SGDP
B_Mbuti-4	Mbuti	Africa	Congo	SGDP
B_Yoruba-3	Yoruba	Africa	Nigeria	SGDP
B_Karitiana-3	Karitiana	America	Brazil	SGDP
B_Mixe-1	Mixe	America	Mexico	SGDP
B_Dai-4	Dai	EastAsia	China	SGDP
B_Han-3	Han	EastAsia	China	SGDP
B_Australian-3	Australian	Oceania	Australia	SGDP
B_Australian-4	Australian	Oceania	Australia	SGDP
B_Papuan-15	Papuan	Oceania	PapuaNewGuinea	SGDP
BR_Kashmiri_Pandit-1	Kashmiri_Pandit	SouthAsia	India	SGDP
BR_Kharia-1	Kharia	SouthAsia	India	SGDP
BR_Kurumba-1	Kurumba	SouthAsia	India	SGDP
BR_Mala-1	Mala	SouthAsia	India	SGDP
BR_Onge-1	Onge	SouthAsia	India	SGDP
BR_Onge-2	Onge	SouthAsia	India	SGDP
B_Crete-1	Crete	WestEurasia	Greece	SGDP
B_Crete-2	Crete	WestEurasia	Greece	SGDP
B_French-3	French	WestEurasia	France	SGDP
B_Sardinian-3	Sardinian	WestEurasia	Italy	SGDP
S_BantuHerero-1	BantuHerero	Africa	BotswanaOrNamibia	SGDP
S_BantuHerero-2	BantuHerero	Africa	BotswanaOrNamibia	SGDP
S_BantuKenya-1	BantuKenya	Africa	Kenya	SGDP
S_BantuKenya-2	BantuKenya	Africa	Kenya	SGDP
S_BantuTswana-1	BantuTswana	Africa	BotswanaOrNamibia	SGDP
S_BantuTswana-2	BantuTswana	Africa	BotswanaOrNamibia	SGDP
S_Biaka-1	Biaka	Africa	Central African Republic	SGDP
S_Biaka-2	Biaka	Africa	Central African Republic	SGDP
S_Dinka-1	Dinka	Africa	Sudan	SGDP
S_Dinka-2	Dinka	Africa	Sudan	SGDP
S_Esan-1	Esan	Africa	Nigeria	SGDP
S_Esan-2	Esan	Africa	Nigeria	SGDP
S_Gambian-1	Gambian	Africa	Gambia	SGDP
S_Gambian-2	Gambian	Africa	Gambia	SGDP
S_Igbo-1	Igbo	Africa	Nigeria	SGDP
S_Igbo-2	Igbo	Africa	Nigeria	SGDP
S_Ju_hoan_North-1	Ju_hoan_North	Africa	Namibia	SGDP
S_Ju_hoan_North-2	Ju_hoan_North	Africa	Namibia	SGDP
S_Ju_hoan_North-3	Ju_hoan_North	Africa	Namibia	SGDP
S_Khomani_San-1	Khomani_San	Africa	SouthAfrica	SGDP
S_Khomani_San-2	Khomani_San	Africa	SouthAfrica	SGDP
S_Kongo-2	Kongo	Africa	Congo	SGDP
S_Lemande-1	Lemande	Africa	Cameroon	SGDP
S_Lemande-2	Lemande	Africa	Cameroon	SGDP
S_Luhya-1	Luhya	Africa	Kenya	SGDP
S_Luhya-2	Luhya	Africa	Kenya	SGDP
S_Luo-1	Luo	Africa	Kenya	SGDP
S_Luo-2	Luo	Africa	Kenya	SGDP
S_Mandenka-1	Mandenka	Africa	Senegal	SGDP
S_Mandenka-2	Mandenka	Africa	Senegal	SGDP
S_Masai-1	Masai	Africa	Kenya	SGDP
S_Masai-2	Masai	Africa	Kenya	SGDP
S_Mbuti-1	Mbuti	Africa	Congo	SGDP
S_Mbuti-2	Mbuti	Africa	Congo	SGDP
S_Mbuti-3	Mbuti	Africa	Congo	SGDP
S_Mende-1	Mende	Africa	SierraLeone	SGDP
S_Mende-2	Mende	Africa	SierraLeone	SGDP
S_Mozabite-1	Mozabite	Africa	Algeria	SGDP
S_Mozabite-2	Mozabite	Africa	Algeria	SGDP
S_Saharawi-1	Saharawi	Africa	Western Sahara (Morocco)	SGDP
S_Saharawi-2	Saharawi	Africa	Western Sahara (Morocco)	SGDP
S_Somali-1	Somali	Africa	Kenya	SGDP
S_Yoruba-1	Yoruba	Africa	Nigeria	SGDP
S_Yoruba-2	Yoruba	Africa	Nigeria	SGDP
S_Chane-1	Chane	America	Argentina	SGDP
S_Chipewyan-1	Chipewyan	America	Canada	SGDP
S_Chipewyan-2	Chipewyan	America	Canada	SGDP
S_Cree-1	Cree	America	Canada	SGDP
S_Cree-2	Cree	America	Canada	SGDP
S_Karitiana-1	Karitiana	America	Brazil	SGDP
S_Karitiana-2	Karitiana	America	Brazil	SGDP
S_Mayan-1	Mayan	America	Mexico	SGDP
S_Mayan-2	Mayan	America	Mexico	SGDP
S_Mixe-2	Mixe	America	Mexico	SGDP
S_Mixe-3	Mixe	America	Mexico	SGDP
S_Mixtec-1	Mixtec	America	Mexico	SGDP
S_Mixtec-2	Mixtec	America	Mexico	SGDP
S_Nahua-1	Nahua	America	Mexico	SGDP
S_Nahua-2	Nahua	America	Mexico	SGDP
S_Piapoco-1	Piapoco	America	Colombia	SGDP
S_Piapoco-2	Piapoco	America	Colombia	SGDP
S_Pima-1	Pima	America	Mexico	SGDP
S_Pima-2	Pima	America	Mexico	SGDP
S_Quechua-1	Quechua	America	Peru	SGDP
S_Quechua-2	Quechua	America	Peru	SGDP
S_Quechua-3	Quechua	America	Peru	SGDP
S_Surui-1	Surui	America	Brazil	SGDP
S_Surui-2	Surui	America	Brazil	SGDP
S_Zapotec-1	Zapotec	America	Mexico	SGDP
S_Zapotec-2	Zapotec	America	Mexico	SGDP
S_Aleut-1	Aleut	CentralAsiaSiberia	Russia	SGDP
S_Aleut-2	Aleut	CentralAsiaSiberia	Russia	SGDP
S_Altaian-1	Altaian	CentralAsiaSiberia	Russia	SGDP
S_Chukchi-1	Chukchi	CentralAsiaSiberia	Russia	SGDP
S_Eskimo_Chaplin-1	Eskimo_Chaplin	CentralAsiaSiberia	Russia	SGDP
S_Eskimo_Naukan-1	Eskimo_Naukan	CentralAsiaSiberia	Russia	SGDP
S_Eskimo_Naukan-2	Eskimo_Naukan	CentralAsiaSiberia	Russia	SGDP
S_Eskimo_Sireniki-1	Eskimo_Sireniki	CentralAsiaSiberia	Russia	SGDP
S_Eskimo_Sireniki-2	Eskimo_Sireniki	CentralAsiaSiberia	Russia	SGDP
S_Even-1	Even	CentralAsiaSiberia	Russia	SGDP
S_Even-2	Even	CentralAsiaSiberia	Russia	SGDP
S_Even-3	Even	CentralAsiaSiberia	Russia	SGDP
S_Itelman-1	Itelman	CentralAsiaSiberia	Russia	SGDP
S_Kyrgyz-1	Kyrgyz	CentralAsiaSiberia	Kyrgyzystan	SGDP
S_Kyrgyz-2	Kyrgyz	CentralAsiaSiberia	Kyrgyzystan	SGDP
S_Mansi-1	Mansi	CentralAsiaSiberia	Russia	SGDP
S_Mansi-2	Mansi	CentralAsiaSiberia	Russia	SGDP
S_Mongola-1	Mongola	CentralAsiaSiberia	China	SGDP
S_Mongola-2	Mongola	CentralAsiaSiberia	China	SGDP
S_Tlingit-1	Tlingit	CentralAsiaSiberia	Russia	SGDP
S_Tlingit-2	Tlingit	CentralAsiaSiberia	Russia	SGDP
S_Tubalar-1	Tubalar	CentralAsiaSiberia	Russia	SGDP
S_Tubalar-2	Tubalar	CentralAsiaSiberia	Russia	SGDP
S_Ulchi-1	Ulchi	CentralAsiaSiberia	Russia	SGDP
S_Ulchi-2	Ulchi	CentralAsiaSiberia	Russia	SGDP
S_Yakut-1	Yakut	CentralAsiaSiberia	Russia	SGDP
S_Yakut-2	Yakut	CentralAsiaSiberia	Russia	SGDP
S_Ami-1	Ami	EastAsia	Taiwan	SGDP
S_Ami-2	Ami	EastAsia	Taiwan	SGDP
S_Atayal-1	Atayal	EastAsia	Taiwan	SGDP
S_Burmese-1	Burmese	EastAsia	Myanmar	SGDP
S_Burmese-2	Burmese	EastAsia	Myanmar	SGDP
S_Cambodian-1	Cambodian	EastAsia	Cambodia	SGDP
S_Cambodian-2	Cambodian	EastAsia	Cambodia	SGDP
S_Dai-1	Dai	EastAsia	China	SGDP
S_Dai-2	Dai	EastAsia	China	SGDP
S_Dai-3	Dai	EastAsia	China	SGDP
S_Han-1	Han	EastAsia	China	SGDP
S_Daur-2	Daur	EastAsia	China	SGDP
S_Daur-1	Daur	EastAsia	China	SGDP
S_Han-2	Han	EastAsia	China	SGDP
S_Hezhen-1	Hezhen	EastAsia	China	SGDP
S_Hezhen-2	Hezhen	EastAsia	China	SGDP
S_Japanese-1	Japanese	EastAsia	Japan	SGDP
S_Japanese-2	Japanese	EastAsia	Japan	SGDP
S_Japanese-3	Japanese	EastAsia	Japan	SGDP
S_Kinh-1	Kinh	EastAsia	Vietnam	SGDP
S_Kinh-2	Kinh	EastAsia	Vietnam	SGDP
S_Korean-1	Korean	EastAsia	Korea	SGDP
S_Korean-2	Korean	EastAsia	Korea	SGDP
S_Lahu-1	Lahu	EastAsia	China	SGDP
S_Lahu-2	Lahu	EastAsia	China	SGDP
S_Miao-1	Miao	EastAsia	China	SGDP
S_Miao-2	Miao	EastAsia	China	SGDP
S_Naxi-1	Naxi	EastAsia	China	SGDP
S_Naxi-2	Naxi	EastAsia	China	SGDP
S_Naxi-3	Naxi	EastAsia	China	SGDP
S_Oroqen-1	Oroqen	EastAsia	China	SGDP
S_Oroqen-2	Oroqen	EastAsia	China	SGDP
S_She-1	She	EastAsia	China	SGDP
S_She-2	She	EastAsia	China	SGDP
S_Thai-1	Thai	EastAsia	Thailand	SGDP
S_Thai-2	Thai	EastAsia	Thailand	SGDP
S_Tu-1	Tu	EastAsia	China	SGDP
S_Tu-2	Tu	EastAsia	China	SGDP
S_Tujia-1	Tujia	EastAsia	China	SGDP
S_Tujia-2	Tujia	EastAsia	China	SGDP
S_Uygur-1	Uygur	EastAsia	China	SGDP
S_Uygur-2	Uygur	EastAsia	China	SGDP
S_Xibo-1	Xibo	EastAsia	China	SGDP
S_Xibo-2	Xibo	EastAsia	China	SGDP
S_Yi-1	Yi	EastAsia	China	SGDP
S_Yi-2	Yi	EastAsia	China	SGDP
S_Lezgin-1	Lezgin	WestEurasia	Russia	SGDP
S_Bougainville-1	Bougainville	Oceania	PapuaNewGuinea	SGDP
S_Bougainville-2	Bougainville	Oceania	PapuaNewGuinea	SGDP
S_Dusun-1	Dusun	Oceania	Brunei	SGDP
S_Dusun-2	Dusun	Oceania	Brunei	SGDP
S_Hawaiian-1	Hawaiian	Oceania	USA	SGDP
S_Igorot-1	Igorot	Oceania	Philippines	SGDP
S_Igorot-2	Igorot	Oceania	Philippines	SGDP
S_Maori-1	Maori	Oceania	New Zealand	SGDP
S_Papuan-1	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-10	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-11	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-12	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-13	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-14	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-2	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-3	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-4	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-5	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-6	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-7	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-8	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Papuan-9	Papuan	Oceania	PapuaNewGuinea	SGDP
S_Balochi-1	Balochi	SouthAsia	Pakistan	SGDP
S_Balochi-2	Balochi	SouthAsia	Pakistan	SGDP
S_Bengali-1	Bengali	SouthAsia	Bangladesh	SGDP
S_Bengali-2	Bengali	SouthAsia	Bangladesh	SGDP
S_Brahmin-1	Brahmin	SouthAsia	India	SGDP
S_Brahmin-2	Brahmin	SouthAsia	India	SGDP
S_Brahui-1	Brahui	SouthAsia	Pakistan	SGDP
S_Brahui-2	Brahui	SouthAsia	Pakistan	SGDP
S_Burusho-1	Burusho	SouthAsia	Pakistan	SGDP
S_Burusho-2	Burusho	SouthAsia	Pakistan	SGDP
S_Hazara-1	Hazara	SouthAsia	Pakistan	SGDP
S_Hazara-2	Hazara	SouthAsia	Pakistan	SGDP
S_Irula-1	Irula	SouthAsia	India	SGDP
S_Irula-2	Irula	SouthAsia	India	SGDP
S_Kalash-1	Kalash	SouthAsia	Pakistan	SGDP
S_Kalash-2	Kalash	SouthAsia	Pakistan	SGDP
S_Kapu-1	Kapu	SouthAsia	India	SGDP
S_Kapu-2	Kapu	SouthAsia	India	SGDP
S_Khonda_Dora-1	Khonda_Dora	SouthAsia	India	SGDP
S_Kusunda-1	Kusunda	SouthAsia	Nepal	SGDP
S_Kusunda-2	Kusunda	SouthAsia	Nepal	SGDP
S_Madiga-1	Madiga	SouthAsia	India	SGDP
S_Madiga-2	Madiga	SouthAsia	India	SGDP
S_Makrani-1	Makrani	SouthAsia	Pakistan	SGDP
S_Makrani-2	Makrani	SouthAsia	Pakistan	SGDP
S_Mala-2	Mala	SouthAsia	India	SGDP
S_Mala-3	Mala	SouthAsia	India	SGDP
S_Pathan-1	Pathan	SouthAsia	Pakistan	SGDP
S_Pathan-2	Pathan	SouthAsia	Pakistan	SGDP
S_Punjabi-1	Punjabi	SouthAsia	Pakistan	SGDP
S_Punjabi-2	Punjabi	SouthAsia	Pakistan	SGDP
S_Punjabi-3	Punjabi	SouthAsia	Pakistan	SGDP
S_Punjabi-4	Punjabi	SouthAsia	Pakistan	SGDP
S_Relli-1	Relli	SouthAsia	India	SGDP
S_Relli-2	Relli	SouthAsia	India	SGDP
S_Sindhi-1	Sindhi	SouthAsia	Pakistan	SGDP
S_Sindhi-2	Sindhi	SouthAsia	Pakistan	SGDP
S_Yadava-1	Yadava	SouthAsia	India	SGDP
S_Yadava-2	Yadava	SouthAsia	India	SGDP
S_Abkhasian-1	Abkhasian	WestEurasia	Abkhazia	SGDP
S_Abkhasian-2	Abkhasian	WestEurasia	Russia	SGDP
S_Adygei-1	Adygei	WestEurasia	Russia(Caucasus)	SGDP
S_Adygei-2	Adygei	WestEurasia	Russia(Caucasus)	SGDP
S_Albanian-1	Albanian	WestEurasia	Albania	SGDP
S_Armenian-1	Armenian	WestEurasia	Armenia	SGDP
S_Armenian-2	Armenian	WestEurasia	Armenia	SGDP
S_Basque-1	Basque	WestEurasia	France	SGDP
S_Basque-2	Basque	WestEurasia	France	SGDP
S_BedouinB-1	BedouinB	WestEurasia	Israel(Negev)	SGDP
S_BedouinB-2	BedouinB	WestEurasia	Israel(Negev)	SGDP
S_Bergamo-1	Bergamo	WestEurasia	Italy(Bergamo)	SGDP
S_Bergamo-2	Bergamo	WestEurasia	Italy(Bergamo)	SGDP
S_Bulgarian-1	Bulgarian	WestEurasia	Bulgaria	SGDP
S_Bulgarian-2	Bulgarian	WestEurasia	Bulgaria	SGDP
S_Chechen-1	Chechen	WestEurasia	Russia	SGDP
S_Czech-2	Czech	WestEurasia	Czechoslovia(pre1989)	SGDP
S_Druze-1	Druze	WestEurasia	Israel(Carmel)	SGDP
S_Druze-2	Druze	WestEurasia	Israel(Carmel)	SGDP
S_English-1	English	WestEurasia	England	SGDP
S_English-2	English	WestEurasia	England	SGDP
S_Estonian-1	Estonian	WestEurasia	Estonia	SGDP
S_Estonian-2	Estonian	WestEurasia	Estonia	SGDP
S_Finnish-1	Finnish	WestEurasia	Finland	SGDP
S_Finnish-2	Finnish	WestEurasia	Finland	SGDP
S_Finnish-3	Finnish	WestEurasia	Finland	SGDP
S_French-1	French	WestEurasia	France	SGDP
S_French-2	French	WestEurasia	France	SGDP
S_Georgian-1	Georgian	WestEurasia	Georgia	SGDP
S_Georgian-2	Georgian	WestEurasia	Georgia	SGDP
S_Greek-1	Greek	WestEurasia	Greece	SGDP
S_Greek-2	Greek	WestEurasia	Greece	SGDP
S_Hungarian-1	Hungarian	WestEurasia	Hungary	SGDP
S_Hungarian-2	Hungarian	WestEurasia	Hungary	SGDP
S_Icelandic-1	Icelandic	WestEurasia	Iceland	SGDP
S_Icelandic-2	Icelandic	WestEurasia	Iceland	SGDP
S_Iranian-1	Iranian	WestEurasia	Iran	SGDP
S_Iranian-2	Iranian	WestEurasia	Iran	SGDP
S_Iraqi_Jew-1	Iraqi_Jew	WestEurasia	Iraq	SGDP
S_Iraqi_Jew-2	Iraqi_Jew	WestEurasia	Iraq	SGDP
S_Jordanian-1	Jordanian	WestEurasia	Jordan	SGDP
S_Jordanian-2	Jordanian	WestEurasia	Jordan	SGDP
S_Jordanian-3	Jordanian	WestEurasia	Jordan	SGDP
S_Lezgin-2	Lezgin	WestEurasia	Russia	SGDP
S_North_Ossetian-1	North_Ossetian	WestEurasia	Russia	SGDP
S_North_Ossetian-2	North_Ossetian	WestEurasia	Russia	SGDP
S_Norwegian-1	Norwegian	WestEurasia	Norway	SGDP
S_Orcadian-1	Orcadian	WestEurasia	OrkneyIslands	SGDP
S_Orcadian-2	Orcadian	WestEurasia	OrkneyIslands	SGDP
S_Palestinian-1	Palestinian	WestEurasia	Israel(Central)	SGDP
S_Palestinian-2	Palestinian	WestEurasia	Israel(Central)	SGDP
S_Palestinian-3	Palestinian	WestEurasia	Israel(Central)	SGDP
S_Polish-1	Polish	WestEurasia	Poland	SGDP
S_Russian-1	Russian	WestEurasia	Russia	SGDP
S_Russian-2	Russian	WestEurasia	Russia	SGDP
S_Saami-1	Saami	WestEurasia	Finland	SGDP
S_Saami-2	Saami	WestEurasia	Finland	SGDP
S_Samaritan-1	Samaritan	WestEurasia	Israel	SGDP
S_Sardinian-1	Sardinian	WestEurasia	Italy(Sardinia)	SGDP
S_Sardinian-2	Sardinian	WestEurasia	Italy(Sardinia)	SGDP
S_Spanish-1	Spanish	WestEurasia	Spain	SGDP
S_Spanish-2	Spanish	WestEurasia	Spain	SGDP
S_Tajik-1	Tajik	WestEurasia	Tajikistan	SGDP
S_Tajik-2	Tajik	WestEurasia	Tajikistan	SGDP
S_Turkish-1	Turkish	WestEurasia	Turkey	SGDP
S_Turkish-2	Turkish	WestEurasia	Turkey	SGDP
S_Tuscan-1	Tuscan	WestEurasia	Italy(Tuscany)	SGDP
S_Tuscan-2	Tuscan	WestEurasia	Italy(Tuscany)	SGDP
S_Yemenite_Jew-1	Yemenite_Jew	WestEurasia	Yemen	SGDP
S_Yemenite_Jew-2	Yemenite_Jew	WestEurasia	Yemen	SGDP
T_Sherpa-2	Sherpa	SouthAsia	Nepal	SGDP
T_Tibetan-1	Tibetan	SouthAsia	Tibet	SGDP
T_Tibetan-2	Tibetan	SouthAsia	Tibet	SGDP
T_Sherpa-1	Sherpa	SouthAsia	Nepal	SGDP

